DrugBank ID,Name,CAS Number,PubChem Compound ID,PubChem_CID,CAS_Rn0,CAS_Rn1,CAS_Rn2,CAS_Rn3,CAS_Rn4,CAS_Rn5,CAS_Rn6,CAS_Rn7,CAS_Rn8,CAS_Rn9,CAS_Rn10
DB01377,Magnesium oxide,1309-48-4,14792.0,6850729,1309-48-4,,,,,,,,,,
DB01378,Magnesium cation,22537-22-0,888.0,888,22537-22-0,7439-95-4,,,,,,,,,
DB01380,Cortisone acetate,50-04-4,5745.0,5745,50-04-4,,,,,,,,,,
DB01382,Glymidine,339-44-6,9565.0,9565,339-44-6,,,,,,,,,,
DB01390,Sodium bicarbonate,144-55-8,516892.0,516892,144-55-8,,,,,,,,,,
DB01392,Yohimbine,146-48-5,8969.0,8969,146-48-5,,,,,,,,,,
DB01393,Bezafibrate,41859-67-0,39042.0,39042,41859-67-0,,,,,,,,,,
DB01394,Colchicine,64-86-8,2833.0,2833,64-86-8,54192-66-4,75520-89-7,209810-38-8,,,,,,,
DB01395,Drospirenone,67392-87-4,68873.0,68873,67392-87-4,,,,,,,,,,
DB01396,Digitoxin,71-63-6,441207.0,441207,71-63-6,,,,,,,,,,
DB01399,Salsalate,552-94-3,5161.0,5161,552-94-3,,,,,,,,,,
DB01400,Neostigmine,59-99-4,4456.0,4456,59-99-4,,,,,,,,,,
DB01401,Choline magnesium trisalicylate,64425-90-7,54682045.0,54682045,85169-11-5,64425-90-7,,,,,,,,,
DB01403,Methotrimeprazine,60-99-1,72287.0,72287,60-99-1,7104-38-3,,,,,,,,,
DB01406,Danazol,17230-88-5,28417.0,28417,17230-88-5,,,,,,,,,,
DB01407,Clenbuterol,37148-27-9,2783.0,2783,37148-27-9,,,,,,,,,,
DB01409,Tiotropium,186691-13-4,5487427.0,5487427,186691-13-4,,,,,,,,,,
DB01410,Ciclesonide,126544-47-6,6918155.0,6918155,126544-47-6,141845-82-1,,,,,,,,,
DB01413,Cefepime,88040-23-7,5479537.0,5479537,88040-23-7,,,,,,,,,,
DB01415,Ceftibuten,97519-39-6,5282242.0,5282242,97519-39-6,,,,,,,,,,
DB01416,Cefpodoxime,80210-62-4,6335986.0,6335986,80210-62-4,82619-04-3,,,,,,,,,
DB01418,Acenocoumarol,152-72-7,54676537.0,54676537,152-72-7,,,,,,,,,,
DB01419,Antrafenine,55300-29-3,68723.0,68723,55300-29-3,55300-30-6,,,,,,,,,
DB01420,Testosterone propionate,57-85-2,5995.0,5995,57-85-2,,,,,,,,,,
DB01421,Paromomycin,7542-37-2,165580.0,165580,7542-37-2,1263-89-4,,,,,,,,,
DB01424,Aminophenazone,58-15-1,6009.0,6009,58-15-1,83-07-8,,,,,,,,,
DB01426,Ajmaline,4360-12-7,441080.0,441080,4360-12-7,,,,,,,,,,
DB01427,Amrinone,60719-84-8,3698.0,3698,60719-84-8,,,,,,,,,,
DB01428,Oxybenzone,131-57-7,4632.0,4632,131-57-7,,,,,,,,,,
DB01430,Almitrine,27469-53-0,33887.0,33887,27469-53-0,,,,,,,,,,
DB01435,Antipyrine,60-80-0,2206.0,2206,60-80-0,,,,,,,,,,
DB01436,Alfacalcidol,41294-56-8,5282181.0,5282181,41294-56-8,,,,,,,,,,
DB01437,Glutethimide,77-21-4,3487.0,3487,77-21-4,,,,,,,,,,
DB01438,Phenazopyridine,94-78-0,4756.0,4756,94-78-0,,,,,,,,,,
DB01440,gamma-Hydroxybutyric acid,591-81-1,3037032.0,10413,591-81-1,52352-27-9,502-85-2,,,,,,,,
DB01452,Diamorphine,561-27-3,5462328.0,5462328,561-27-3,,,,,,,,,,
DB01495,Dichloralphenazone,480-30-8,10188.0,10188,480-30-8,,,,,,,,,,
DB01501,Difenoxin,28782-42-5,34328.0,34328,28782-42-5,,,,,,,,,,
DB01544,Flunitrazepam,1622-62-4,3380.0,3380,1622-62-4,,,,,,,,,,
DB01551,Dihydrocodeine,125-28-0,5284543.0,5284543,125-28-0,,,,,,,,,,
DB01558,Bromazepam,1812-30-2,2441.0,2441,1812-30-2,,,,,,,,,,
DB01559,Clotiazepam,33671-46-4,2811.0,2811,33671-46-4,,,,,,,,,,
DB01563,Chloral hydrate,302-17-0,2707.0,2707,302-17-0,,,,,,,,,,
DB01574,Attapulgite,12174-11-7,73415752.0,73415752,12174-11-7,,,,,,,,,,
DB01575,Kaolin,1332-58-7,92024769.0,92024769,1332-58-7,,,,,,,,,,
DB01576,Dextroamphetamine,51-64-9,5826.0,5826,51-64-9,,,,,,,,,,
DB01577,Metamfetamine,537-46-2,10836.0,10836,537-46-2,,,,,,,,,,
DB01579,Phendimetrazine,634-03-7,30487.0,30487,634-03-7,,,,,,,,,,
DB01580,Oxprenolol,6452-71-7,4631.0,4631,6452-71-7,22972-96-9,22972-97-0,,,,,,,,
DB01581,Sulfamerazine,127-79-7,5325.0,5325,127-79-7,,,,,,,,,,
DB01582,Sulfamethazine,57-68-1,5327.0,5327,57-68-1,,,,,,,,,,
DB01583,Liotrix,8065-29-0,71371.0,71371,8065-29-0,,,,,,,,,,
DB01586,Ursodeoxycholic acid,128-13-2,31401.0,31401,128-13-2,,,,,,,,,,
DB01587,Ketazolam,27223-35-4,33746.0,33746,27223-35-4,106938-99-2,106939-00-8,,,,,,,,
DB01588,Prazepam,2955-38-6,4890.0,4890,2955-38-6,,,,,,,,,,
DB01589,Quazepam,36735-22-5,4999.0,4999,36735-22-5,,,,,,,,,,
DB01590,Everolimus,159351-69-6,6442177.0,6442177,159351-69-6,,,,,,,,,,
DB01591,Solifenacin,242478-37-1,154059.0,154059,242478-37-1,,,,,,,,,,
DB01592,Iron,7439-89-6,23925.0,23925,7439-89-6,33485-98-2,8048-10-0,12597-68-1,14067-02-8,8053-60-9,,,,,
DB01593,Zinc,7440-66-6,23994.0,23994,7440-66-6,14018-82-7,15176-26-8,19229-95-9,,,,,,,
DB01595,Nitrazepam,146-22-5,4506.0,4506,146-22-5,,,,,,,,,,
DB01597,Cilastatin,82009-34-5,6435415.0,6435415,82009-34-5,81129-83-1,,,,,,,,,
DB01598,Imipenem,64221-86-9,104838.0,104838,64221-86-9,74431-23-5,,,,,,,,,
DB01599,Probucol,23288-49-5,4912.0,4912,23288-49-5,,,,,,,,,,
DB01600,Tiaprofenic acid,33005-95-7,5468.0,5468,33005-95-7,,,,,,,,,,
DB01601,Lopinavir,192725-17-0,92727.0,92727,192725-17-0,,,,,,,,,,
DB01602,Bacampicillin,50972-17-3,441397.0,441397,50972-17-3,,,,,,,,,,
DB01603,Meticillin,61-32-5,6087.0,6087,61-32-5,,,,,,,,,,
DB01604,Pivampicillin,33817-20-8,33478.0,33478,33817-20-8,,,,,,,,,,
DB01605,Pivmecillinam,32886-97-8,115163.0,115163,32886-97-8,,,,,,,,,,
DB01606,Tazobactam,89786-04-9,123630.0,123630,89786-04-9,,,,,,,,,,
DB01607,Ticarcillin,34787-01-4,36921.0,36921,34787-01-4,4697-14-7,29457-07-6,,,,,,,,
DB01608,Periciazine,2622-26-6,4747.0,4747,2622-26-6,,,,,,,,,,
DB01609,Deferasirox,201530-41-8,5493381.0,214348,201530-41-8,,,,,,,,,,
DB01610,Valganciclovir,175865-60-8,64147.0,135413535,175865-60-8,,,,,,,,,,
DB01611,Hydroxychloroquine,118-42-3,3652.0,3652,118-42-3,,,,,,,,,,
DB01612,Amyl Nitrite,8017-89-8,10026.0,10026,463-04-7,8017-89-8,,,,,,,,,
DB01613,Erythrityl tetranitrate,7297-25-8,5284553.0,5284553,7297-25-8,,,,,,,,,,
DB01616,Alverine,150-59-4,3678.0,3678,150-59-4,,,,,,,,,,
DB01618,Molindone,7416-34-4,23897.0,23897,7416-34-4,,,,,,,,,,
DB01619,Phenindamine,82-88-2,11291.0,11291,82-88-2,5503-08-2,,,,,,,,,
DB01620,Pheniramine,86-21-5,4761.0,4761,86-21-5,,,,,,,,,,
DB01621,Pipotiazine,39860-99-6,62867.0,62867,39860-99-6,,,,,,,,,,
DB01623,Thiothixene,3313-26-6,941651.0,941651,3313-26-6,5591-45-7,22189-31-7,49746-04-5,,,,,,,
DB01624,Zuclopenthixol,53772-83-1,5311507.0,5311507,53772-83-1,982-24-1,58045-23-1,,,,,,,,
DB01625,Isopropamide,7492-32-2,3775.0,3775,7492-32-2,24353-18-2,71-81-8,,,,,,,,
DB01626,Pargyline,555-57-7,4688.0,4688,555-57-7,,,,,,,,,,
DB01627,Lincomycin,154-21-2,3000540.0,3000540,154-21-2,,,,,,,,,,
DB01628,Etoricoxib,202409-33-4,123619.0,123619,202409-33-4,,,,,,,,,,
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,13270-65-0,7339.0,7339,7540-64-9,97-55-2,13270-65-0,,,,,,,,
DB01638,Sorbitol,50-70-4,5780.0,5780,50-70-4,69-65-8,,,,,,,,,
DB01656,Roflumilast,162401-32-3,449193.0,449193,162401-32-3,,,,,,,,,,
DB01698,Rutin,153-18-4,5280805.0,5280805,153-18-4,1340-08-5,,,,,,,,,
DB01708,Prasterone,53-43-0,5881.0,5881,53-43-0,,,,,,,,,,
DB01718,Cetrimonium,6899-10-1,2681.0,2681,6899-10-1,,,,,,,,,,
DB01744,Camphor,464-49-3,159055.0,159055,464-49-3,21368-68-3,,,,,,,,,
DB01764,Dalfopristin,112362-50-2,6323289.0,6323289,112362-50-2,,,,,,,,,,
DB01783,Pantothenic acid,79-83-4,988.0,6613,79-83-4,,,,,,,,,,
DB01839,Propylene glycol,57-55-6,1030.0,1030,57-55-6,25322-68-3,63625-56-9,,,,,,,,
DB01914,D-glucose,50-99-7,107526.0,107526,50-99-7,815-92-9,19030-38-7,25191-16-6,28823-03-2,58367-01-4,,,,,
DB01956,Taurine,107-35-7,1123.0,1123,107-35-7,,,,,,,,,,
DB01987,Cocarboxylase,136-08-3,5431.0,5431,136-09-4,136-08-3,154-87-0,,,,,,,,
DB02266,Flufenamic acid,530-78-9,3371.0,3371,530-78-9,,,,,,,,,,
DB02300,Calcipotriol,112965-21-6,5288783.0,5288783,112965-21-6,,,,,,,,,,
DB02325,Isopropyl alcohol,67-63-0,3776.0,3776,67-63-0,,,,,,,,,,
DB02362,Aminobenzoic acid,150-13-0,978.0,978,150-13-0,,,,,,,,,,
DB02513,Thymol,89-83-8,6989.0,6989,89-83-8,,,,,,,,,,
DB02530,gamma-Aminobutyric acid,56-12-2,119.0,119,56-12-2,,,,,,,,,,
DB02546,Vorinostat,149647-78-9,5311.0,5311,149647-78-9,,,,,,,,,,
DB02638,Terlipressin,14636-12-5,72081.0,72081,14636-12-5,,,,,,,,,,
DB02659,Cholic Acid,81-25-4,221493.0,221493,81-25-4,361-09-1,,,,,,,,,
DB02701,Nicotinamide,98-92-0,936.0,936,98-92-0,11032-50-1,,,,,,,,,
DB02703,Fusidic acid,6990-06-3,3000226.0,3000226,6990-06-3,,,,,,,,,,
DB02772,Sucrose,57-50-1,5988.0,5988,57-50-1,92004-84-7,,,,,,,,,
DB02789,Pregnenolone,145-13-1,8955.0,8955,145-13-1,,,,,,,,,,
DB02893,D-Methionine,348-67-4,84815.0,84815,348-67-4,,,,,,,,,,
DB02959,Oxitriptan,4350-09-8,439280.0,439280,4350-09-8,,,,,,,,,,
DB03017,Lauric acid,143-07-7,3893.0,3893,143-07-7,203714-07-2,7632-48-6,8000-62-2,,,,,,,
DB03085,Glycolic acid,79-14-1,757.0,757,79-14-1,26124-68-5,,,,,,,,,
DB03088,Pidolic acid,98-79-3,7405.0,7405,98-79-3,,,,,,,,,,
DB03128,Acetylcholine,51-84-3,187.0,187,51-84-3,14047-05-3,,,,,,,,,
DB03147,Flavin adenine dinucleotide,146-14-5,643975.0,643975,146-14-5,,,,,,,,,,
DB03166,Acetic acid,64-19-7,176.0,176,64-19-7,8030-97-5,68475-71-8,99149-56-1,119510-26-8,77671-22-8,,,,,
DB03175,Propyl alcohol,71-23-8,1031.0,1031,71-23-8,62309-51-7,142583-61-7,,,,,,,,
DB03193,Stearic acid,57-11-4,5281.0,5281,57-11-4,68937-76-8,,,,,,,,,
DB03209,Oteracil,937-13-3,4604.0,4604,937-13-3,,,,,,,,,,
DB03247,Flavin mononucleotide,146-17-8,643976.0,643976,146-17-8,,,,,,,,,,
DB03255,Phenol,108-95-2,996.0,996,108-95-2,27073-41-2,61788-41-8,63496-48-0,73607-76-8,,,,,,
DB03310,Glutathione disulfide,27025-41-8,65359.0,65359,27025-41-8,,,,,,,,,,
DB03312,Brivudine,69304-47-8,446727.0,446727,69304-47-8,,,,,,,,,,
DB03585,Oxyphenbutazone,129-20-4,4641.0,4641,129-20-4,7081-38-1,,,,,,,,,
DB03614,Mecobalamin,13422-55-4,71306319.0,71306319,13422-55-4,,,,,,,,,,
DB03615,Ribostamycin,25546-65-0,33042.0,33042,25546-65-0,,,,,,,,,,
DB03619,Deoxycholic acid,83-44-3,222528.0,222528,83-44-3,115349-14-9,,,,,,,,,
DB03754,Tromethamine,77-86-1,6503.0,6503,77-86-1,,,,,,,,,,
DB03756,Doconexent,6217-54-5,445580.0,445580,6217-54-5,2091-24-9,,,,,,,,,
DB03766,Propanoic acid,79-09-4,1032.0,1032,79-09-4,68937-68-8,68990-37-4,,,,,,,,
DB03793,Benzoic acid,65-85-0,243.0,243,65-85-0,,,,,,,,,,
DB03796,Palmitic Acid,57-10-3,985.0,985,57-10-3,67701-02-4,,,,,,,,,
DB03808,Hexamidine,3811-75-4,65130.0,65130,3811-75-4,,,,,,,,,,
DB03843,Formaldehyde,50-00-0,712.0,712,50-00-0,30525-89-4,9002-81-7,,,,,,,,
DB03904,Urea,57-13-6,1176.0,1176,57-13-6,4744-36-9,37955-36-5,,,,,,,,
DB03929,D-Serine,312-84-5,71077.0,71077,312-84-5,,,,,,,,,,
DB04038,Ergosterol,57-87-4,444679.0,444679,57-87-4,,,,,,,,,,
DB04115,Berberine,2086-83-1,2353.0,2353,2086-83-1,,,,,,,,,,
DB04160,Pyrophosphoric acid,2466-09-3,1023.0,1023,2466-09-3,33943-49-6,14000-31-8,,,,,,,,
DB04173,Fructose,,439553.0,439553,41579-20-8,,,,,,,,,,
DB04209,Dequalinium,6707-58-0,2993.0,2993,6707-58-0,,,,,,,,,,
DB04221,Didecyldimethylammonium,20256-56-8,16958.0,16958,20256-56-8,,,,,,,,,,
DB04224,Oleic Acid,112-80-1,637517.0,637517,112-79-8,2027-47-6,112-80-1,,,,,,,,
DB04272,Citric acid,77-92-9,311.0,311,77-92-9,,,,,,,,,,
DB04339,Carbocisteine,638-23-3,193653.0,193653,638-23-3,29433-95-2,,,,,,,,,
DB04348,Taurocholic acid,81-24-3,6675.0,6675,81-24-3,,,,,,,,,,
DB04398,Lactic acid,50-21-5,612.0,612,50-21-5,26100-51-6,26811-96-1,598-82-3,31587-11-8,,,,,,
DB04465,Lactose,63-42-3,440995.0,440995,63-42-3,,,,,,,,,,
DB04540,Cholesterol,57-88-5,5997.0,5997,57-88-5,22243-67-0,108598-46-5,,,,,,,,
DB04564,Gluconolactone,90-80-2,7027.0,7027,90-80-2,,,,,,,,,,
DB04570,Latamoxef,64952-97-2,47499.0,47499,64952-97-2,79120-38-0,,,,,,,,,
DB04571,Trioxsalen,3902-71-4,5585.0,5585,3902-71-4,,,,,,,,,,
DB04572,Thiotepa,52-24-4,5453.0,5453,52-24-4,,,,,,,,,,
DB04573,Estriol,50-27-1,5756.0,5756,50-27-1,,,,,,,,,,
DB04574,Estrone sulfate,481-97-0,3001028.0,3001028,481-97-0,438-67-5,12126-59-9,,,,,,,,
DB04575,Quinestrol,152-43-2,9046.0,9046,152-43-2,,,,,,,,,,
DB04657,Carboxin,5234-68-4,21307.0,21307,5234-68-4,,,,,,,,,,
DB04703,Hesperidin,520-26-3,10621.0,10621,520-26-3,,,,,,,,,,
DB04711,Iodipamide,606-17-7,3739.0,3739,606-17-7,,,,,,,,,,
DB04743,Nimesulide,51803-78-2,4495.0,4495,51803-78-2,,,,,,,,,,
DB04794,Bifonazole,60628-96-8,2378.0,2378,60628-96-8,,,,,,,,,,
DB04812,Benoxaprofen,51234-28-7,39941.0,39941,51234-28-7,,,,,,,,,,
DB04813,Bithionol,97-18-7,2406.0,2406,97-18-7,,,,,,,,,,
DB04815,Clioquinol,130-26-7,2788.0,2788,130-26-7,,,,,,,,,,
DB04816,Dantron,117-10-2,2950.0,2950,117-10-2,,,,,,,,,,
DB04817,Metamizole,50567-35-6,522325.0,3111,50567-35-6,,,,,,,,,,
DB04820,Nialamide,51-12-7,4472.0,4472,51-12-7,,,,,,,,,,
DB04821,Nomifensine,24526-64-5,4528.0,4528,24526-64-5,,,,,,,,,,
DB04822,Oxeladin,468-61-1,4619.0,4619,468-61-1,,,,,,,,,,
DB04824,Phenolphthalein,77-09-8,4764.0,4764,77-09-85768-87-6,77-09-8,,,,,,,,,
DB04825,Prenylamine,390-64-7,9801.0,9801,390-64-7,,,,,,,,,,
DB04826,Thenalidine,86-12-4,27901.0,27901,86-12-4,,,,,,,,,,
DB04827,Urethane,51-79-6,5641.0,5641,51-79-6,26680-22-8,,,,,,,,,
DB04832,Zimelidine,56775-88-3,41987.0,5365247,56775-88-3,,,,,,,,,,
DB04834,Rapacuronium,465499-11-0,5311399.0,5311399,465499-11-0,,,,,,,,,,
DB04835,Maraviroc,376348-65-1,3002977.0,3002977,376348-65-1,,,,,,,,,,
DB04837,Clofedanol,791-35-5,2795.0,2795,791-35-5,,,,,,,,,,
DB04838,Cyclandelate,456-59-7,2893.0,2893,456-59-7,,,,,,,,,,
DB04839,Cyproterone acetate,427-51-0,9880.0,9880,427-51-0,,,,,,,,,,
DB04840,Debrisoquine,1131-64-2,2966.0,2966,1131-64-2,,,,,,,,,,
DB04841,Flunarizine,52468-60-7,941361.0,941361,52468-60-7,40218-96-0,,,,,,,,,
DB04842,Fluspirilene,1841-19-6,3396.0,3396,1841-19-6,,,,,,,,,,
DB04843,Mepenzolate,25990-43-6,4057.0,4057,25990-43-6,,,,,,,,,,
DB04844,Tetrabenazine,58-46-8,6018.0,6018,718635-93-9,58-46-8,2105-47-7,1026016-84-1,,,,,,,
DB04845,Ixabepilone,219989-84-1,6445540.0,6445540,219989-84-1,,,,,,,,,,
DB04846,Celiprolol,56980-93-9,2663.0,2663,56980-93-9,,,,,,,,,,
DB04854,Febuxostat,144060-53-7,134018.0,134018,144060-53-7,,,,,,,,,,
DB04855,Dronedarone,141626-36-0,208898.0,208898,141626-36-0,,,,,,,,,,
DB04861,Nebivolol,118457-14-0,71301.0,71301,99200-09-6,118457-14-0,118457-16-2,,,,,,,,
DB04864,Huperzine A,102518-79-6,854026.0,854026,102518-79-6,,,,,,,,,,
DB04865,Omacetaxine mepesuccinate,26833-87-4,285033.0,285033,26833-87-4,,,,,,,,,,
DB04868,Nilotinib,641571-10-0,644241.0,644241,641571-10-0,,,,,,,,,,
DB04871,Lorcaserin,616202-92-7,11658860.0,11658860,616202-92-7,,,,,,,,,,
DB04876,Vildagliptin,274901-16-5,6918537.0,6918537,274901-16-5,,,,,,,,,,
DB04880,Enoximone,77671-31-9,53708.0,53708,77671-31-9,,,,,,,,,,
DB04890,Bepotastine,125602-71-3,2350.0,2350,125602-71-3,190786-44-8,,,,,,,,,
DB04896,Milnacipran,92623-85-3,65833.0,11622909,136090-84-1,96847-55-1,92623-85-3,,,,,,,,
DB04898,Ximelagatran,192939-46-1,9574101.0,9574101,192939-46-1,,,,,,,,,,
DB04908,Flibanserin,167933-07-5,6918248.0,6918248,167933-07-5,,,,,,,,,,
DB04911,Oritavancin,171099-57-3,16136912.0,16136912,171099-57-3,,,,,,,,,,
DB04918,Ceftobiprole,209467-52-7,12993649.0,135413542,209467-52-7,,,,,,,,,,
DB04920,Clevidipine,167221-71-8,153994.0,153994,167221-71-8,,,,,,,,,,
DB04930,Permethrin,52645-53-1,40326.0,40326,52645-53-1,52341-32-9,52341-33-0,93389-07-2,93793-14-7,,,,,,
DB04931,Afamelanotide,75921-69-6,16197727.0,16197727,75921-69-6,,,,,,,,,,
DB04938,Ospemifene,128607-22-7,3036505.0,3036505,128607-22-7,,,,,,,,,,
DB04946,Iloperidone,133454-47-4,71360.0,71360,133454-47-4,,,,,,,,,,
DB04948,Lofexidine,31036-80-3,30668.0,30668,31036-80-3,,,,,,,,,,
DB04951,Pirfenidone,53179-13-8,40632.0,40632,53179-13-8,,,,,,,,,,
DB04953,Ezogabine,150812-12-7,121892.0,121892,150812-12-7,,,,,,,,,,
DB05013,Ingenol mebutate,75567-37-2,6918670.0,6918670,75567-37-2,,,,,,,,,,
DB05015,Belinostat,866323-14-0,6918638.0,6918638,866323-14-0,414864-00-9,,,,,,,,,
DB05016,Ataluren,775304-57-9,11219835.0,11219835,775304-57-9,,,,,,,,,,
DB05018,Migalastat,108147-54-2,176077.0,176077,108147-54-2,,,,,,,,,,
DB05039,Indacaterol,312753-06-3,6918554.0,6918554,312753-06-3,753498-25-8,1000160-87-1,,,,,,,,
DB05057,Erdosteine,84611-23-4,65632.0,65632,84611-23-4,105426-14-0,,,,,,,,,
DB05109,Trabectedin,114899-77-3,108150.0,108150,114899-77-3,,,,,,,,,,
DB05154,Pretomanid,187235-37-6,456199.0,456199,187235-37-6,,,,,,,,,,
DB05219,Crisaborole,906673-24-3,44591583.0,44591583,906673-24-3,,,,,,,,,,
DB05239,Cobimetinib,934660-93-2,16222096.0,16222096,934660-93-2,,,,,,,,,,
DB05245,Silver sulfadiazine,22199-08-2,441244.0,441244,22199-08-2,,,,,,,,,,
DB05246,Methsuximide,77-41-8,6476.0,6476,77-41-8,,,,,,,,,,
DB05260,Gallium nitrate,13494-90-1,61635.0,61635,13494-90-1,,,,,,,,,,
DB05271,Rotigotine,99755-59-6,59227.0,59227,99755-59-6,,,,,,,,,,
DB05273,Samarium (153Sm) lexidronam,122575-21-7,76962714.0,76962714,122575-21-7,,,,,,,,,,
DB05294,Vandetanib,443913-73-3,3081361.0,3081361,443913-73-3,,,,,,,,,,
DB05316,Pimavanserin,706779-91-1,10071196.0,10071196,706779-91-1,706782-28-7,,,,,,,,,
DB05351,Dexlansoprazole,138530-94-6,9578005.0,9578005,138530-94-6,,,,,,,,,,
DB05381,Histamine,51-45-6,774.0,774,51-45-6,,,,,,,,,,
DB05382,Iodine,7553-56-2,807.0,807,7553-56-2,,,,,,,,,,
DB05521,Telaprevir,402957-28-2,3010818.0,3010818,402957-28-2,,,,,,,,,,
DB05528,Mipomersen,1000120-98-8,131704297.0,118984467,1000120-98-8,,,,,,,,,,
DB05541,Brivaracetam,357336-20-0,9837243.0,9837243,357336-20-0,,,,,,,,,,
DB05630,Sodium stibogluconate,16037-91-5,56927674.0,56927674,16037-91-5,,,,,,,,,,
DB05676,Apremilast,608141-41-9,11561674.0,11561674,608141-41-9,,,,,,,,,,
DB05812,Abiraterone,154229-19-3,132971.0,132971,154229-19-3,,,,,,,,,,
DB05990,Obeticholic acid,459789-99-2,447715.0,447715,459789-99-2,,,,,,,,,,
DB06016,Cariprazine,839712-12-8,11154555.0,11154555,839712-12-8,,,,,,,,,,
DB06077,Lumateperone,313368-91-1,21302490.0,21302490,313369-37-8,313368-91-1,,,,,,,,,
DB06119,Cenobamate,913088-80-9,,11962412,913088-80-9,,,,,,,,,,
DB06137,Tirbanibulin,897016-82-9,,23635314,897016-82-9,,,,,,,,,,
DB06144,Sertindole,106516-24-9,60149.0,60149,106516-24-9,,,,,,,,,,
DB06145,Spiramycin,24916-50-5,6440717.0,6440717,8025-81-8,24916-50-5,,,,,,,,,
DB06147,Sulfathiazole,72-14-0,5340.0,5340,72-14-0,144-74-1,,,,,,,,,
DB06148,Mianserin,24219-97-4,4184.0,4184,24219-97-4,,,,,,,,,,
DB06150,Sulfadimethoxine,122-11-2,5323.0,5323,122-11-2,1037-50-9,,,,,,,,,
DB06151,Acetylcysteine,616-91-1,12035.0,12035,616-91-1,,,,,,,,,,
DB06152,Nylidrin,447-41-6,4567.0,4567,447-41-6,,,,,,,,,,
DB06153,Pizotifen,15574-96-6,27400.0,27400,15574-96-6,,,,,,,,,,
DB06154,Pentaerythritol tetranitrate,78-11-5,6518.0,6518,78-11-5,,,,,,,,,,
DB06155,Rimonabant,168273-06-1,104850.0,104850,168273-06-1,158681-13-1,,,,,,,,,
DB06176,Romidepsin,128517-07-7,57515973.0,5352062,128517-07-7,,,,,,,,,,
DB06193,Pixantrone,144510-96-3,134019.0,134019,144510-96-3,144510-97-4,144675-97-8,,,,,,,,
DB06196,Icatibant,130308-48-4,71364.0,6918173,130308-48-4,,,,,,,,,,
DB06201,Rufinamide,106308-44-5,129228.0,129228,106308-44-5,,,,,,,,,,
DB06202,Lasofoxifene,180916-16-9,216416.0,216416,180916-16-9,190791-29-8,,,,,,,,,
DB06203,Alogliptin,850649-61-5,11450633.0,11450633,850649-61-5,1246610-75-2,,,,,,,,,
DB06204,Tapentadol,175591-23-8,9838022.0,9838022,175591-23-8,,,,,,,,,,
DB06206,Sugammadex,343306-71-8,6918585.0,6918585,343306-71-8,,,,,,,,,,
DB06207,Silodosin,160970-54-7,5312125.0,5312125,160970-54-7,,,,,,,,,,
DB06209,Prasugrel,150322-43-3,6918456.0,6918456,150322-43-3,,,,,,,,,,
DB06210,Eltrombopag,496775-61-2,9846180.0,135449332,496775-61-2,,,,,,,,,,
DB06211,Doripenem,148016-81-3,73303.0,73303,148016-81-3,,,,,,,,,,
DB06212,Tolvaptan,150683-30-0,443894.0,443894,331947-66-1,150683-30-0,,,,,,,,,
DB06213,Regadenoson,313348-27-5,219024.0,219024,313348-27-5,,,,,,,,,,
DB06215,Ferumoxytol,722492-56-0,16211978.0,6432052,119683-68-0,722492-56-0,,,,,,,,,
DB06216,Asenapine,65576-45-6,11954293.0,11954293,65576-45-6,,,,,,,,,,
DB06217,Vernakalant,794466-70-9,9930049.0,9930049,794466-70-9,,,,,,,,,,
DB06218,Lacosamide,175481-36-4,219078.0,219078,175481-36-4,175481-26-2,,,,,,,,,
DB06228,Rivaroxaban,366789-02-8,9875401.0,9875401,366789-02-8,,,,,,,,,,
DB06230,Nalmefene,55096-26-9,,5284594,55096-26-9,,,,,,,,,,
DB06237,Avanafil,330784-47-9,9869929.0,9869929,330784-47-9,,,,,,,,,,
DB06243,Eflornithine,70052-12-9,3009.0,3009,70052-12-9,66640-93-5,68278-23-9,,,,,,,,
DB06261,Hexaminolevulinate,140898-97-1,6433083.0,6433083,140898-97-1,,,,,,,,,,
DB06262,Droxidopa,23651-95-8,92974.0,92974,23651-95-8,3916-18-5,,,,,,,,,
DB06267,Udenafil,268203-93-6,6918523.0,135413547,268203-93-6,,,,,,,,,,
DB06268,Sitaxentan,184036-34-8,216235.0,216235,184036-34-8,210421-64-0,,,,,,,,,
DB06274,Alvimopan,156053-89-3,5488548.0,5488548,156053-89-3,,,,,,,,,,
DB06282,Levocetirizine,130018-77-8,1549000.0,1549000,130018-77-8,,,,,,,,,,
DB06287,Temsirolimus,162635-04-3,23724530.0,23724530,162635-04-3,,,,,,,,,,
DB06288,Amisulpride,71675-85-9,2159.0,2159,71675-85-9,53583-79-2,,,,,,,,,
DB06290,Simeprevir,923604-59-5,24873435.0,118984465,923604-59-5,,,,,,,,,,
DB06292,Dapagliflozin,461432-26-8,9887712.0,9887712,461432-26-8,,,,,,,,,,
DB06335,Saxagliptin,361442-04-8,11243969.0,11243969,361442-04-8,945667-22-1,1073057-20-1,,,,,,,,
DB06401,Bazedoxifene,198481-32-2,154257.0,154257,198481-32-2,,,,,,,,,,
DB06402,Telavancin,372151-71-8,3081362.0,3081362,372151-71-8,,,,,,,,,,
DB06403,Ambrisentan,177036-94-1,6918493.0,6918493,177036-94-1,,,,,,,,,,
DB06410,Doxercalciferol,54573-75-0,46705423.0,5281107,54573-75-0,,,,,,,,,,
